loinc_code;loinc_display;loinc_component;loinc_property;loinc_system;loinc_scale;loinc_method;loinc_unitofmeasure;loinc_codesystem;loinc_timing
541-3;Mycobacterium sp identified in Urine by Organism specific culture;Mycobacterium sp identified;Prid;Urine;Nom;Organism specific culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
611-4;Bacteria identified in Body fluid by Culture;Bacteria identified;Prid;Body fld;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
20474-3;Bacteria identified in Tissue by Biopsy culture;Bacteria identified;Prid;Tiss;Nom;Biopsy culture;;http://loinc.org;Pt
53911-4;Bacteria identified in Bile fluid by Culture;Bacteria identified;Prid;Bil fld;Nom;Culture;;http://loinc.org;Pt
606-4;Bacteria identified in Cerebral spinal fluid by Culture;Bacteria identified;Prid;CSF;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
619-7;Bacteria identified in Peritoneal fluid by Culture;Bacteria identified;Prid;Periton fld;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
618-9;Bacteria identified in Pleural fluid by Culture;Bacteria identified;Prid;Plr fld;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
621-3;Bacteria identified in Synovial fluid by Culture;Bacteria identified;Prid;Synv fld;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
611-4;Bacteria identified in Body fluid by Culture;Bacteria identified;Prid;Body fld;Nom;Culture;;http://loinc.org;Pt
600-7;Bacteria identified in Blood by Culture;Bacteria identified;Prid;Bld;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
88584-8;Corynebacterium diphtheriae [Presence] in Upper respiratory specimen by Organism specific culture;Corynebacterium diphtheriae;PrThr;Respiratory.upper;Ord;Organism specific culture;;http://loinc.org;Pt
10851-4;Escherichia coli O157:H7 [Presence] in Stool by Organism specific culture;Escherichia coli O157:H7;PrThr;Stool;Ord;Organism specific culture;;http://loinc.org;Pt
625-4;Bacteria identified in Stool by Culture;Bacteria identified;Prid;Stool;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
6463-4;Bacteria identified in Specimen by Culture;Bacteria identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
43411-8;Bacteria identified in Aspirate by Culture;Bacteria identified;Prid;Asp;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
52966-9;Bacteria identified in Anal by Culture;Bacteria identified;Prid;Anal;Nom;Culture;;http://loinc.org;Pt
14127-5;Neisseria gonorrhoeae [Presence] in Anal by Organism specific culture;Neisseria gonorrhoeae;PrThr;Anal;Ord;Organism specific culture;;http://loinc.org;Pt
91781-5;Neisseria gonorrhoeae [Presence] in Aspirate by Organism specific culture;Neisseria gonorrhoeae;PrThr;Asp;Ord;Organism specific culture;;http://loinc.org;Pt
693-2;Neisseria gonorrhoeae [Presence] in Vaginal fluid by Organism specific culture;Neisseria gonorrhoeae;PrThr;Vag;Ord;Organism specific culture;;http://loinc.org;Pt
690-8;Neisseria gonorrhoeae [Presence] in Endometrium by Organism specific culture;Neisseria gonorrhoeae;PrThr;Endomet;Ord;Organism specific culture;;http://loinc.org;Pt
691-6;Neisseria gonorrhoeae [Presence] in Genital specimen by Organism specific culture;Neisseria gonorrhoeae;PrThr;Genital;Ord;Organism specific culture;;http://loinc.org;Pt
30099-6;Neisseria gonorrhoeae [Presence] in Conjunctival specimen by Organism specific culture;Neisseria gonorrhoeae;PrThr;Cnjt;Ord;Organism specific culture;;http://loinc.org;Pt
698-1;Neisseria gonorrhoeae [Presence] in Specimen by Organism specific culture;Neisseria gonorrhoeae;PrThr;XXX;Ord;Organism specific culture;;http://loinc.org;Pt
688-2;Neisseria gonorrhoeae [Presence] in Cervix by Organism specific culture;Neisseria gonorrhoeae;PrThr;Cvx;Ord;Organism specific culture;;http://loinc.org;Pt
696-5;Neisseria gonorrhoeae [Presence] in Throat by Organism specific culture;Neisseria gonorrhoeae;PrThr;Thrt;Ord;Organism specific culture;;http://loinc.org;Pt
697-3;Neisseria gonorrhoeae [Presence] in Urethra by Organism specific culture;Neisseria gonorrhoeae;PrThr;Urethra;Ord;Organism specific culture;;http://loinc.org;Pt
88162-3;Acanthamoeba sp identified in Cornea or Conjunctiva by Organism specific culture;Acanthamoeba sp identified;Prid;Cornea/Conjunctiva;Nom;Organism specific culture;;http://loinc.org;Pt
9781-6;Acanthamoeba sp identified in Specimen by Organism specific culture;Acanthamoeba sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
10635-1;Acanthamoeba sp identified in Eye by Organism specific culture;Acanthamoeba sp identified;Prid;Eye;Nom;Organism specific culture;;http://loinc.org;Pt
568-6;Fungus identified in Aspirate by Culture;Fungus identified;Prid;Asp;Nom;Culture;;http://loinc.org;Pt
6409-7;Fungus identified in Sputum tracheal aspirate by Culture;Fungus identified;Prid;Sptt;Nom;Culture;;http://loinc.org;Pt
88686-1;Fungus identified in Bronchoalveolar lavage by Culture;Fungus identified;Prid;BAL;Nom;Culture;;http://loinc.org;Pt
24009-3;Fungus identified in Bronchial specimen by Culture;Fungus identified;Prid;Bronchial;Nom;Culture;;http://loinc.org;Pt
569-4;Fungus identified in Cerebral spinal fluid by Culture;Fungus identified;Prid;CSF;Nom;Culture;;http://loinc.org;Pt
87977-5;Fungus identified in Pericardial fluid by Culture;Fungus identified;Prid;Pericard fld;Nom;Culture;;http://loinc.org;Pt
574-4;Fungus identified in Peritoneal fluid by Culture;Fungus identified;Prid;Periton fld;Nom;Culture;;http://loinc.org;Pt
87978-3;Fungus identified in Peritoneal dialysis fluid by Culture;Fungus identified;Prid;Dial fld prt;Nom;Culture;;http://loinc.org;Pt
87979-1;Fungus identified in Pleural fluid by Culture;Fungus identified;Prid;Plr fld;Nom;Culture;;http://loinc.org;Pt
576-9;Fungus identified in Synovial fluid by Culture;Fungus identified;Prid;Synv fld;Nom;Culture;;http://loinc.org;Pt
570-2;Fungus identified in Body fluid by Culture;Fungus identified;Prid;Body fld;Nom;Culture;;http://loinc.org;Pt
601-5;Fungus identified in Blood by Culture;Fungus identified;Prid;Bld;Nom;Culture;;http://loinc.org;Pt
27414-2;Fungus identified in Stool by Culture;Fungus identified;Prid;Stool;Nom;Culture;;http://loinc.org;Pt
41026-6;Fungus identified in Genital specimen by Culture;Fungus identified;Prid;Genital;Nom;Culture;;http://loinc.org;Pt
76073-6;Fungus identified in Nose by Culture;Fungus identified;Prid;Nose;Nom;Culture;;http://loinc.org;Pt
15378-3;Fungus identified in Isolate by Culture;Fungus identified;Prid;Isolate;Nom;Culture;;http://loinc.org;Pt
578-5;Fungus identified in Tissue by Culture;Fungus identified;Prid;Tiss;Nom;Culture;;http://loinc.org;Pt
88143-3;Fungus identified in Cornea or Conjunctiva by Culture;Fungus identified;Prid;Cornea/Conjunctiva;Nom;Culture;;http://loinc.org;Pt
573-6;Fungus identified in Nail by Culture;Fungus identified;Prid;Nail;Nom;Culture;;http://loinc.org;Pt
575-1;Fungus identified in Skin by Culture;Fungus identified;Prid;Skin;Nom;Culture;;http://loinc.org;Pt
580-1;Fungus identified in Specimen by Culture;Fungus identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
579-3;Fungus identified in Wound by Culture;Fungus identified;Prid;Wound;Nom;Culture;;http://loinc.org;Pt
87981-7;Fungus identified in Burn by Culture;Fungus identified;Prid;Burn;Nom;Culture;;http://loinc.org;Pt
88687-9;Fungus identified in Mouth by Culture;Fungus identified;Prid;Mouth;Nom;Culture;;http://loinc.org;Pt
571-0;Fungus identified in Hair by Culture;Fungus identified;Prid;Hair;Nom;Culture;;http://loinc.org;Pt
87980-9;Fungus identified in Sinus by Culture;Fungus identified;Prid;Sinus;Nom;Culture;;http://loinc.org;Pt
91812-8;Fungus identified in Upper respiratory specimen by Culture;Fungus identified;Prid;Respiratory.upper;Nom;Culture;;http://loinc.org;Pt
89656-3;Fungus identified in Lower respiratory specimen by Culture;Fungus identified;Prid;Respiratory.lower;Nom;Culture;;http://loinc.org;Pt
577-7;Fungus identified in Sputum by Culture;Fungus identified;Prid;Sputum;Nom;Culture;;http://loinc.org;Pt
572-8;Fungus identified in Bone marrow by Culture;Fungus identified;Prid;Bone mar;Nom;Culture;;http://loinc.org;Pt
40435-0;Fungus identified in Urine by Culture;Fungus identified;Prid;Urine;Nom;Culture;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
20955-1;Salmonella sp identified in Stool by Organism specific culture;Salmonella sp identified;Prid;Stool;Nom;Organism specific culture;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
48806-4;Salmonella sp+Shigella sp+Escherichia coli enterotoxic identified in Stool by Organism specific culture;Salmonella sp+Shigella sp+Escherichia coli enterotoxic identified;Prid;Stool;Nom;Organism specific culture;;http://loinc.org;Pt
43371-4;Salmonella and Shigella sp identified in Stool by Organism specific culture;Salmonella & Shigella sp identified;Prid;Stool;Nom;Organism specific culture;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
42255-0;Salmonella and Shigella sp identified in Specimen by Organism specific culture;Salmonella & Shigella sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
6463-4;Bacteria identified in Specimen by Culture;Bacteria identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
13314-0;Bacteria identified in Semen;Bacteria identified;Prid;Semen;Nom;;;http://loinc.org;Pt
X099218;Biakan Shigella feses;;;Stool;Nom;;;http://terminology.kemkes.go.id/CodeSystem/examination;Pt
88586-3;Shigella sp identified in Stool by Organism specific culture;Shigella sp identified;Prid;Stool;Nom;Organism specific culture;;http://loinc.org;Pt
6460-0;Bacteria identified in Sputum by Culture;Bacteria identified;Prid;Sputum;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
20966-8;Staphylococcus sp identified in Specimen by Organism specific culture;Staphylococcus sp identified;Prid;XXX;Nom;Organism specific culture;;http://loinc.org;Pt
630-4;Bacteria identified in Urine by Culture;Bacteria identified;Prid;Urine;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
6463-4;Bacteria identified in Specimen by Culture;Bacteria identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
6463-4;Bacteria identified in Specimen by Culture;Bacteria identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
52966-9;Bacteria identified in Anal by Culture;Bacteria identified;Prid;Anal;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
6463-4;Bacteria identified in Specimen by Culture;Bacteria identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
626-2;Bacteria identified in Throat by Culture;Bacteria identified;Prid;Thrt;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
6579-7;Vibrio sp identified in Stool by Organism specific culture;Vibrio sp identified;Prid;Stool;Nom;Organism specific culture;;http://loinc.org;Pt
11484-3;Virus identified in Amniotic fluid by Culture;Virus identified;Prid;Amnio fld;Nom;Culture;;http://loinc.org;Pt
5884-2;Virus identified in Cerebral spinal fluid by Culture;Virus identified;Prid;CSF;Nom;Culture;;http://loinc.org;Pt
14456-8;Virus identified in Peritoneal fluid by Culture;Virus identified;Prid;Periton fld;Nom;Culture;;http://loinc.org;Pt
14455-0;Virus identified in Pleural fluid by Culture;Virus identified;Prid;Plr fld;Nom;Culture;;http://loinc.org;Pt
40479-8;Virus identified in Body fluid by Culture;Virus identified;Prid;Body fld;Nom;Culture;;http://loinc.org;Pt
5883-4;Virus identified in Blood by Culture;Virus identified;Prid;Bld;Nom;Culture;;http://loinc.org;Pt
5886-7;Virus identified in Stool by Culture;Virus identified;Prid;Stool;Nom;Culture;;http://loinc.org;Pt
40480-6;Virus identified in Genital specimen by Culture;Virus identified;Prid;Genital;Nom;Culture;;http://loinc.org;Pt
14454-3;Virus identified in Nose by Culture;Virus identified;Prid;Nose;Nom;Culture;;http://loinc.org;Pt
6608-4;Virus identified in Isolate by Culture;Virus identified;Prid;Isolate;Nom;Culture;;http://loinc.org;Pt
5888-3;Virus identified in Tissue by Culture;Virus identified;Prid;Tiss;Nom;Culture;;http://loinc.org;Pt
72374-2;Virus identified in Lung tissue by Culture;Virus identified;Prid;Lung tiss;Nom;Culture;;http://loinc.org;Pt
5887-5;Virus identified in Throat by Culture;Virus identified;Prid;Thrt;Nom;Culture;;http://loinc.org;Pt
5885-9;Virus identified in Skin by Culture;Virus identified;Prid;Skin;Nom;Culture;;http://loinc.org;Pt
6584-7;Virus identified in Specimen by Culture;Virus identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
14451-9;Virus identified in Eye by Culture;Virus identified;Prid;Eye;Nom;Culture;;http://loinc.org;Pt
72373-4;Virus identified in Nasopharynx by Culture;Virus identified;Prid;Nph;Nom;Culture;;http://loinc.org;Pt
14459-2;Virus identified in Penis by Culture;Virus identified;Prid;Penis;Nom;Culture;;http://loinc.org;Pt
6583-9;Virus identified in Semen by Culture;Virus identified;Prid;Semen;Nom;Culture;;http://loinc.org;Pt
14452-7;Virus identified in Cervix by Culture;Virus identified;Prid;Cvx;Nom;Culture;;http://loinc.org;Pt
87709-2;Virus identified in Lower respiratory specimen by Culture;Virus identified;Prid;Respiratory.lower;Nom;Culture;;http://loinc.org;Pt
14458-4;Virus identified in Sputum by Culture;Virus identified;Prid;Sputum;Nom;Culture;;http://loinc.org;Pt
14460-0;Virus identified in Urethra by Culture;Virus identified;Prid;Urethra;Nom;Culture;;http://loinc.org;Pt
14457-6;Virus identified in Urine by Culture;Virus identified;Prid;Urine;Nom;Culture;;http://loinc.org;Pt
14453-5;Virus identified in Vaginal fluid by Culture;Virus identified;Prid;Vag;Nom;Culture;;http://loinc.org;Pt
6463-4;Bacteria identified in Specimen by Culture;Bacteria identified;Prid;XXX;Nom;Culture;;http://loinc.org;Pt
76346-6;Microorganism identified in Isolate by MS.MALDI-TOF;Microorganism identified;Prid;Isolate;Nom;MS.MALDI-TOF;;http://loinc.org;Pt
19090-0;Colony count [#/volume] in Urine;Colony count;NCnc;Urine;Qn;;/uL;http://loinc.org;Pt
19091-8;Colony count [#] in Urine by Visual count;Colony count;Num;Urine;Qn;VC;;http://loinc.org;Pt
29576-6;Bacterial susceptibility panel;Bacterial susceptibility panel;-;Isolate;OrdQn;;;http://loinc.org;Pt
13-3;Amikacin [Susceptibility] by Disk diffusion (KB);Amikacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
12-5;Amikacin [Susceptibility] by Minimum inhibitory concentration (MIC);Amikacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
21-6;Amoxicillin+Clavulanate [Susceptibility] by Disk diffusion (KB);Amoxicillin+Clavulanate;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
20-8;Amoxicillin+Clavulanate [Susceptibility] by Minimum inhibitory concentration (MIC);Amoxicillin+Clavulanate;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
29-9;Ampicillin [Susceptibility] by Disk diffusion (KB);Ampicillin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
28-1;Ampicillin [Susceptibility] by Minimum inhibitory concentration (MIC);Ampicillin;Susc;Isolate;OrdQn;MIC;ug/mL;http://loinc.org;Pt
33-1;Ampicillin+Sulbactam [Susceptibility] by Disk diffusion (KB);Ampicillin+Sulbactam;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
32-3;Ampicillin+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC);Ampicillin+Sulbactam;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
37-2;Azithromycin [Susceptibility] by Disk diffusion (KB);Azithromycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
36-4;Azithromycin [Susceptibility] by Minimum inhibitory concentration (MIC);Azithromycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
45-5;Aztreonam [Susceptibility] by Disk diffusion (KB);Aztreonam;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
44-8;Aztreonam [Susceptibility] by Minimum inhibitory concentration (MIC);Aztreonam;Susc;Isolate;OrdQn;MIC;ug/mL;http://loinc.org;Pt
77-8;ceFAZolin [Susceptibility] by Disk diffusion (KB);ceFAZolin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
76-0;ceFAZolin [Susceptibility] by Minimum inhibitory concentration (MIC);ceFAZolin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
8272-7;Cefepime [Susceptibility] by Disk diffusion (KB);Cefepime;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
6644-9;Cefepime [Susceptibility] by Minimum inhibitory concentration (MIC);Cefepime;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
55189-5;Cefotaxime [Susceptibility] for meningitis by Disk diffusion (KB);Cefotaxime;Susc;Isolate.meningitis;OrdQn;Agar diffusion;;http://loinc.org;Pt
108-1;Cefotaxime [Susceptibility] by Minimum inhibitory concentration (MIC);Cefotaxime;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
117-2;cefOXitin [Susceptibility] by Disk diffusion (KB);cefOXitin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
116-4;cefOXitin [Susceptibility] by Minimum inhibitory concentration (MIC);cefOXitin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
134-7;cefTAZidime [Susceptibility] by Disk diffusion (KB);cefTAZidime;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
133-9;cefTAZidime [Susceptibility] by Minimum inhibitory concentration (MIC);cefTAZidime;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
138-8;Ceftizoxime [Susceptibility] by Disk diffusion (KB);Ceftizoxime;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
137-0;Ceftizoxime [Susceptibility] by Minimum inhibitory concentration (MIC);Ceftizoxime;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
141-2;cefTRIAXone [Susceptibility] by Minimum inhibitory concentration (MIC);cefTRIAXone;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
31140-7;cefTRIAXone [Susceptibility] for meningitis by Minimum inhibitory concentration (MIC);cefTRIAXone;Susc;Isolate.meningitis;OrdQn;MIC;;http://loinc.org;Pt
74699-0;Cefuroxime [Susceptibility] by Disk diffusion (KB);Cefuroxime;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
51774-8;Cefuroxime [Susceptibility] by Minimum inhibitory concentration (MIC);Cefuroxime;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
174-3;Chloramphenicol [Susceptibility] by Disk diffusion (KB);Chloramphenicol;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
173-5;Chloramphenicol [Susceptibility] by Minimum inhibitory concentration (MIC);Chloramphenicol;Susc;Isolate;OrdQn;MIC;ug/mL;http://loinc.org;Pt
186-7;Ciprofloxacin [Susceptibility] by Disk diffusion (KB);Ciprofloxacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
185-9;Ciprofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC);Ciprofloxacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
194-1;Clindamycin [Susceptibility] by Disk diffusion (KB);Clindamycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
193-3;Clindamycin [Susceptibility] by Minimum inhibitory concentration (MIC);Clindamycin;Susc;Isolate;OrdQn;MIC;ug/mL;http://loinc.org;Pt
72893-1;Doripenem [Susceptibility] by Disk diffusion (KB);Doripenem;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
56031-8;Doripenem [Susceptibility] by Minimum inhibitory concentration (MIC);Doripenem;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35799-6;Ertapenem [Susceptibility] by Disk diffusion (KB);Ertapenem;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
35801-0;Ertapenem [Susceptibility] by Minimum inhibitory concentration (MIC);Ertapenem;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
234-5;Erythromycin [Susceptibility] by Disk diffusion (KB);Erythromycin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
233-7;Erythromycin [Susceptibility] by Minimum inhibitory concentration (MIC);Erythromycin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
268-3;Gentamicin [Susceptibility] by Disk diffusion (KB);Gentamicin;Susc;Isolate;OrdQn;Agar diffusion;mm;http://loinc.org;Pt
267-5;Gentamicin [Susceptibility] by Minimum inhibitory concentration (MIC);Gentamicin;Susc;Isolate;OrdQn;MIC;ug/mL;http://loinc.org;Pt
280-8;Imipenem [Susceptibility] by Disk diffusion (KB);Imipenem;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
279-0;Imipenem [Susceptibility] by Minimum inhibitory concentration (MIC);Imipenem;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
21367-8;levoFLOXacin [Susceptibility] by Disk diffusion (KB);levoFLOXacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
20396-8;levoFLOXacin [Susceptibility] by Minimum inhibitory concentration (MIC);levoFLOXacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
29255-7;Linezolid [Susceptibility] by Disk diffusion (KB);Linezolid;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
29254-0;Linezolid [Susceptibility] by Minimum inhibitory concentration (MIC);Linezolid;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
6653-0;Meropenem [Susceptibility] by Disk diffusion (KB);Meropenem;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
6652-2;Meropenem [Susceptibility] by Minimum inhibitory concentration (MIC);Meropenem;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
336-8;Minocycline [Susceptibility] by Disk diffusion (KB);Minocycline;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
335-0;Minocycline [Susceptibility] by Minimum inhibitory concentration (MIC);Minocycline;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
31041-7;Moxifloxacin [Susceptibility] by Disk diffusion (KB);Moxifloxacin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
31037-5;Moxifloxacin [Susceptibility] by Minimum inhibitory concentration (MIC);Moxifloxacin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
364-0;Nitrofurantoin [Susceptibility] by Disk diffusion (KB);Nitrofurantoin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
363-2;Nitrofurantoin [Susceptibility] by Minimum inhibitory concentration (MIC);Nitrofurantoin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
384-8;Oxacillin [Susceptibility] by Disk diffusion (KB);Oxacillin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
383-0;Oxacillin [Susceptibility] by Minimum inhibitory concentration (MIC);Oxacillin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
413-5;Piperacillin+Tazobactam [Susceptibility] by Disk diffusion (KB);Piperacillin+Tazobactam;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
412-7;Piperacillin+Tazobactam [Susceptibility] by Minimum inhibitory concentration (MIC);Piperacillin+Tazobactam;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
35835-8;Quinupristin+Dalfopristin [Susceptibility] by Disk diffusion (KB);Quinupristin+Dalfopristin;Susc;Isolate;OrdQn;Agar diffusion;;http://loinc.org;Pt
23641-4;Quinupristin+Dalfopristin [Susceptibility] by Minimum inhibitory concentration (MIC);Quinupristin+Dalfopristin;Susc;Isolate;OrdQn;MIC;;http://loinc.org;Pt
